CH3OH_out,CO2_out,CO_out,H2_out,H2O_out,N2_out,phi_out,T_out,ndot_out
0.19317996722244354,0.0317214931758292,0.10396626628180125,0.19317996722244354,0.0015593693529864523,0.20795399016673308,0.6728879445767151,475.5949200015862,0.00012711647150222158
0.190351555865588,0.03098310600654614,0.10074327276811365,0.190351555865588,0.0015991455876687107,0.20710546675967642,0.6713995195474884,475.5686304304805,0.00012763727524139687
0.18732973982539913,0.03022616785062592,0.09748922400895454,0.18732973982539913,0.001640740314818009,0.20619892194761974,0.6698652982215978,475.540309316674,0.00012819842710680058
0.18409852543482885,0.02944884223328067,0.09419960357818129,0.18409852543482885,0.0016843093126281913,0.20522955763044867,0.6682810540781098,475.50975411273646,0.0001288039489536028
0.18063949735422186,0.02864898560154329,0.09086913478311079,0.18063949735422186,0.0017300303627768151,0.20419184920626657,0.6666418629644547,475.4767284685737,0.00012945853405784002
0.17693124992726855,0.02782407138162263,0.08749158976937288,0.17693124992726855,0.001778108006091294,0.20307937497818054,0.6649419281302402,475.4409539655109,0.00013016771135740879
0.17294862784797987,0.02697108789151484,0.0840595319954346,0.17294862784797987,0.0018287797779888053,0.201884588354394,0.6631743438361672,475.4020990397426,0.0001309380655565403
0.1686616895243789,0.026086398070181132,0.08056396101161437,0.1686616895243789,0.0018823245562427126,0.20059850685731365,0.6613307687006612,475.35976381612613,0.00013177753852178792
0.16403425493190874,0.02516554175982012,0.07699380963678,0.16403425493190874,0.0019390740130557935,0.19921027647957262,0.65940096233714,475.3134588136516,0.0001326958525029376
0.15902180861263385,0.02420294849115871,0.07333521015234942,0.15902180861263385,0.001999428788583869,0.19770654258379014,0.6573721074627319,475.2625741446016,0.00013370512234616423
0.1535683591580978,0.023191504923993,0.06957038358957764,0.1535683591580978,0.0020638821465473493,0.19607050774742932,0.6552277808647364,475.2063333466054,0.00013482077324374842
0.14760152232551535,0.022121874047126507,0.06567588203953438,0.14760152232551535,0.002133056094551901,0.19428045669765462,0.6529463195220536,475.1437210983402,0.00013606297779061125
0.1410243845992622,0.020981363082970172,0.06161964853686974,0.1410243845992622,0.0022077596017887635,0.19230731537977863,0.6504980769857951,475.0733637066735,0.00013745903224013495
0.13370104657612583,0.019751902999016153,0.057355736353494266,0.13370104657612583,0.002289089230649095,0.19011031397283776,0.647840473363857,474.9933171426946,0.00013904757144622693
0.12542837782569466,0.01840608490803623,0.052813879226883076,0.12542837782569466,0.0023786202273930464,0.18762851334770841,0.644908167114359,474.90065406208134,0.00014088678204157208
0.11587290656546699,0.01689827172108205,0.0478759327704073,0.11587290656546699,0.0024788212184078695,0.1847618719696401,0.6415907168651348,474.79054452976044,0.00014307268692940317
0.10439725602183796,0.01514007393180362,0.04231036987845092,0.10439725602183796,0.0025941614640871825,0.18131917680655138,0.6376700020196713,474.6537398556584,0.0001457891985303105
0.0893582266312175,0.012900864841796426,0.0355043098428723,0.0893582266312175,0.0027354553163913492,0.17680746798936525,0.6325617353160866,474.46645586534004,0.0001495093944017839
0.006608570510831459,0.0010353179876590407,0.002488272779555603,0.006608570510831459,0.0033268804558723095,0.15198257115324942,0.5685883572853839,501.80938331289826,0.0001739303215113269
